video_id,gt,pred_lcrm_lite_fused
,2023年12月21日16时58分至16时59分，外环高速沪太立交西3枪机监控画面显示，该路段出现明显交通拥堵现象。多车道内车辆行驶缓慢，车流密集，车辆间距极小，多数车辆刹车灯持续亮起，表明车速极低或处于停滞状态。涉事车辆包括大量轿车、货车及厢式货车，其中有多辆大型集装箱运输车和自卸货车穿插于车流中，进一步加剧了通行压力。道路两侧绿化带清晰可见，无施工设施或障碍物阻挡车道，也未见异常停车、事故或抛洒物等直接导致拥堵的事件发生。由于车流长时间维持在低速状态且无缓解趋势，符合拥堵判断标准中的“多辆车缓慢移动或完全停止”、“排队车辆长度超过正常范围”、“持续一段时间且无缓解趋势”等特征，判定为典型拥堵事件，影响范围覆盖多个车道，对通行效率造成显著影响。,2023年12月21日16时55分至16时56分，外环高速沪太立交西段出现交通拥堵事件。该路段为多车道高速公路，双向车流密集，车辆包括轿车、货车、厢式货车及大型集装箱运输车等。视频显示，从16:55:53开始，右侧车道车辆行驶缓慢，车距明显
,2023年11月3日星期五16时26分，外环高速松滨路西段出现交通拥堵事件。画面显示双向多车道均处于车流密集状态，车辆行驶缓慢，部分路段车辆几乎静止，排队长度持续延伸，尤其在左侧车道形成明显积压。涉事车辆包括多辆轿车、货车及厢式运输车，均正常行驶但受前方车流影响无法提速。未见异常停车、事故或施工迹象，也无二轮车辆闯入或抛洒物等干扰因素。整体表现为高峰时段典型拥堵特征，车流密度高且通行效率低，持续时间较长，对道路通行能力造成显著影响。,多车事故
,2024年6月25日09时30分22秒至09时31分22秒，外环高速曹安路路段出现异常停车事件。在该时间段内，一辆轿车在左侧车道内完全静止，车辆开启双闪灯，车辆长时间停留在行车道上，导致后方多辆车辆被迫减速绕行，影响了道路通行效率。该车辆停靠位置位于非停车区域，属于典型的违规停车行为。由于雨天路面湿滑，该异常停车进一步增加了后方车辆的驾驶风险，存在安全隐患。,2024年6月25日09时30分23秒至09时31分21秒，外环高速曹安路北向路段出现抛洒物交通事件。视频显示，该路段为多车道高速公路，车流密集，以货车和轿车为主，涉及白色、红色、黑色等颜色的车辆。在09时31分18秒至18秒，有白色小型车
,2024年5月16日18时41分55秒至18时42分54秒，外环高速漕宝入口匝道（内）路段出现异常停车事件。一辆红色货车在最右侧车道完全静止，车辆开启双闪灯，驾驶员下车处理，疑似故障，符合异常停车行为。,2024年5月16日18时41分至18时42分，外环高速漕宝入口匝道（内）路段出现严重交通拥堵，该区域为多车道高速公路，车流密集且持续缓慢移动。涉事车辆包括大量轿车、货车及厢式运输车，其中红色集装箱货车、白色厢式货车和蓝色篷布覆盖的货车等车
,2023年8月3日早上7点51分至7点52分，嘉闵西侧德华路高架路段出现交通拥堵事件。该路段为多车道城市快速路，双向车流密集，车辆以正常速度行驶，但因前方存在缓行或瓶颈区域，导致车流逐渐减速并形成连续排队现象。视频显示，多个车道内车辆间距明显缩小，部分车辆处于缓慢移动状态，尤其在右侧车道和中间车道更为显著，后方车辆被迫跟随减速，通行效率降低。未见明显的交通事故、异常停车或施工迹象，也无二轮车辆闯入或抛洒物等干扰因素。整体表现为典型的早高峰时段由上游拥堵引发的持续性交通拥塞，影响范围覆盖多个车道，持续时间约1分钟，符合拥堵判断标准。,2023年8月3日早上7点51分至7点52分，嘉闵西侧德华路高架桥路段出现交通拥堵事件。该路段为双向多车道城市快速路，车流密集，车辆以低速行驶或短暂停滞，主要集中在主路与匝道汇入口附近。视频显示，从7:51:53开始，主路车流逐渐减速，车辆
,2023年7月19日16时40分37秒至16时41分35秒，外环高速丰翔路路段，一辆白色货车在右侧应急车道内完全静止，车辆处于异常停车状态。该车位于道路最右侧车道，后方车辆被迫减速绕行，造成局部交通流受阻，影响通行效率。周围无施工设施或事故迹象，车辆停放位置非允许停车区域，且长时间未移动，符合异常停车特征。,2023年7月19日16时40分至16时41分，外环高速丰翔路路段出现交通拥堵事件。该路段为双向多车道高速公路，右侧车道车辆行驶缓慢，车流密集，车辆间距明显缩小，部分车辆处于低速移动或短暂停滞状态，持续时间约一分钟且无缓解趋势。涉事车辆包括
,2023年10月10日星期二上午7时49分至7时50分，外环高速松滨路西段出现明显交通拥堵事件。该路段双向车道中，由东向西方向车流密集，多辆小客车、货车及厢式运输车在多个车道内缓慢行驶或处于停滞状态，车辆间距极小，整体通行速度显著降低。涉事车辆包括红色集装箱货车、白色轿车、黑色SUV、绿色新能源车以及多辆面包车和小型货车，均在正常行驶过程中因前方车流积压而被迫减速或停止。现场未见事故、施工或抛洒物等直接诱因，但车流持续堆积且无缓解趋势，形成典型的早高峰时段拥堵现象，影响范围覆盖至少三至四条行车道，持续时间约一分钟，符合拥堵判断标准中的多辆车缓慢移动、排队长度异常及发生在瓶颈区域等特征。右侧对向车道车流相对顺畅，进一步凸显了单向拥堵的异常性。,多车事故
,2023年7月21日11时11分28秒，在G2进外环外圈匝道03路段，一辆二轮摩托车从右侧车道驶入主路，该车辆未在专用非机动车道行驶，驾驶员佩戴头盔，构成二轮车辆闯入交通事件。,2023年7月15日11时11分28秒，在G2进外环外圈匝道03路段，一辆二轮摩托车从左侧车道驶入主路，行驶于多车道高速公路的行车道内，未见其在专用通道或合法入口进入，且无明显禁止标志提示下擅自闯入。该摩托车驾驶员佩戴头盔，车辆无明显牌照，
,2024年4月19日00:39至00:40，在外环高速武威路南（内）路段，发生了一起占道施工交通事件。现场可见多辆工程车辆和施工人员在车道内进行作业，施工区域被锥桶和围栏遮挡，导致车道数量减少，车辆需变道或减速行驶。施工区域设有警示牌和闪烁警示灯。该事件导致左侧车道车辆通行缓慢，排队长度明显增加，影响了道路交通的正常秩序。异常特征包括施工设施占据部分车道、施工人员现场作业以及明显的交通拥堵现象。,2024年4月19日00:39至00:40期间，外环高速武威路南（内）路段出现严重交通拥堵事件。该路段为多车道高速公路，夜间照明条件下，车流密集，车辆以缓慢速度行驶，部分车辆处于停滞状态，车距极短，刹车灯持续亮起，形成明显的红色光带。涉事车
,2023年7月22日22时43分27秒，在外环高速京沪立交南路段，一辆二轮车从右侧车道闯入主路行车道，行驶方向与正常车流一致，车辆在夜间灯光照射下可见其驾驶员佩戴头盔，有明显牌照标识。该二轮车辆行驶过程中未见逆行或横穿车道等危险行为，但其进入机动车道的行为违反了高速公路交通管理规定，对正常行驶的车辆构成潜在安全隐患。由于该路段为封闭式高速公路，本应禁止二轮车辆通行，因此该行为属于典型的二轮车辆闯入事件。,2023年7月22日22时43分28秒，在外环高速京沪立交南段，监控画面显示多车道正常行驶的机动车中，一辆二轮车出现在最左侧车道。该二轮车为摩托车，驾驶员佩戴头盔，未见明显牌照。该行为属于闯入高速公路禁止通行区域，且无专用二轮车道或明显禁止
,2024年02月21日星期三07:38至07:39期间，外环高速铁力路西段出现严重交通拥堵事件。现场多车道车辆密集，包括轿车、货车及出租车等各类机动车在湿滑路面上缓慢行驶或完全停滞，车流呈现持续性排队状态，车辆间距极小，刹车灯普遍亮起，表明车速极低或处于停止状态。拥堵路段位于城市高架道路，两侧有建筑与隔离墙，未见明显施工设施或事故车辆碰撞痕迹，也无异常停车或抛洒物现象。该拥堵影响范围较长，持续时间超过一分钟且无缓解趋势，符合典型早高峰时段因车流量过大导致的拥堵特征，属于正常交通压力下的通行受阻情况，未发现其他突发异常行为。,2024年02月21日星期三07:38至07:39期间，外环高速铁力路西段出现严重交通拥堵事件。该路段为多车道高速公路，路面湿滑，天气阴雨，能见度较低。视频显示，大量机动车包括轿车、货车、客车及出租车在多个车道内缓慢行驶或完全停滞，车流密集
,2023年9月4日08时25分，外环高速蕴藻浜桥北2（外）路段出现交通拥堵事件。该路段为多车道高速公路，双向车流密集，其中右侧车道车辆排成长队，行驶缓慢，部分车辆处于停滞状态，持续时间超过10秒且无缓解趋势。涉事车辆包括轿车、货车、厢式货车及客车等多种类型，均在正常车道内行驶，未见异常停车或事故迹象。由于车流量大，车辆间距缩小，后方车辆频繁刹车，形成典型的拥堵特征。现场无施工设施、抛洒物或二轮车辆闯入现象，也未见明显交通事故痕迹。拥堵主要集中在右侧车道，导致整体通行效率下降，影响了该区域的交通流畅性。,2023年9月26日08时25分至08时26分，外环高速蕴藻浜桥北2（外）路段出现交通拥堵事件。该路段为多车道高速公路，双向车流密集，其中南向北方向车辆行驶缓慢，车距明显缩短，多辆轿车、货车及厢式运输车在车道内持续低速行驶，部分车辆刹车灯亮
